Product Title,Star,Rating,Review,Processor,RAM,ROM,Screen Size,Current Price,MRP,Image Link
Lenovo ThinkBook 13s Core i5 11th Gen,4,153,20,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,33.02 cm (13 inch),"₹73,990","₹1,12,608",https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
acer Predator Triton 300 Core i7 10th Gen,3.8,4,0,Intel Core i7 Processor (10th Gen),16 GB DDR4,2 TB SSD,39.62 cm (15.6 inch),"₹1,59,990","₹1,60,190",https://rukminim1.flixcart.com/image/312/312/khz693k0/computer/m/8/q/acer-original-imafxvhdhvbhfzt6.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ALIENWARE Core i9 10th Gen,4.6,10,3,NVIDIA GeForce RTX 2080 with Max-Q,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits","Tobii-eye tracking to track head pose, presence, fine gaze and eye position",In-built Alienware Command center software with enhanced control over system settings,"₹3,45,390","₹3,77,798",https://rukminim1.flixcart.com/image/312/312/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.5,24,2,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,35.56 cm (14 Inch) Touchscreen,"₹81,990","₹94,600",https://rukminim1.flixcart.com/image/312/312/kod858w0/computer/d/z/m/na-2-in-1-laptop-dell-original-imag2uea8kw8wzha.jpeg?q=70
ASUS VivoBook S14 Core i7 8th Gen,4.4,991,172,Intel Core i7 Processor (8th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,35.56 cm (14 inch),"₹67,990","₹98,990",https://rukminim1.flixcart.com/image/312/312/kar44280/computer/r/z/k/asus-na-thin-and-light-laptop-original-imafs92vgxyadhpr.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
ASUS Eeebook 14 Pentium Quad Core,0,0,0,Intel Pentium Quad Core Processor,8 GB DDR4,256 GB SSD,35.81 cm (14.1 inch),"₹28,990","₹40,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/n/c/e410ka-bv101ws-thin-and-light-laptop-asus-original-imaghjyqzfwkenbq.jpeg?q=70
acer Predator Helios 300 Core i7 10th Gen,4.7,21,5,Intel Core i7 Processor (10th Gen),16 GB DDR4,2 TB SSD,39.62 cm (15.6 inch),"₹1,50,490",0,https://rukminim1.flixcart.com/image/312/312/kh0vonk0/computer/f/j/g/acer-na-gaming-laptop-original-imafx4u9yyzuzffx.jpeg?q=70
DELL Ryzen 7 Octa Core 6800H,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,512 GB SSD,39.62 cm (15.6 Inch),"₹1,58,310",0,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
ASUS Pro P5 Core i5 8th Gen,0,0,0,Intel Core i5 Processor (8th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹85,990","₹88,990",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/f/x/f/asus-original-imafvq243ppg4hax.jpeg?q=70
MSI WF65 Core i7 10th Gen,0,0,0,Intel Core i7 Processor (10th Gen),16 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹1,59,990","₹1,79,990",https://rukminim1.flixcart.com/image/312/312/kfpq5jk0/computer/6/9/h/msi-na-gaming-laptop-original-imafw3yquyytnmx7.jpeg?q=70
ASUS Zenbook Pro 14 Duo OLED (2022) Touch Panel Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB LPDDR5,1 TB SSD,36.83 cm (14.5 inch) Touchscreen,"₹1,69,990","₹1,94,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/g/-original-imaghrfhqeqntfzz.jpeg?q=70
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,1 TB SSD,40.64 cm (16 Inch) Touchscreen,"₹1,91,990","₹2,30,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/e/b/gv601rm-m6055ws-2-in-1-gaming-laptop-asus-original-imaggyy5h5vgubxe.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
MSI GS66 Core i7 11th Gen,0,0,0,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,"₹2,05,990","₹2,35,990",https://rukminim1.flixcart.com/image/312/312/kqv8vww0/computer/w/m/g/na-notebook-msi-original-imag4sh33sdvnkgh.jpeg?q=70
ASUS Zenbook Pro 14 Duo OLED (2022) Touch Panel Core i5 12th Gen,0,0,0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5,512 GB SSD,36.83 cm (14.5 inch) Touchscreen,"₹1,44,990","₹1,70,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/g/-original-imaghrfhqeqntfzz.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.1,41,4,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹73,890","₹97,580",https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/z/w/p/-original-imagf35em8wdhech.jpeg?q=70
ASUS Core i9 10th Gen,4.8,8,1,Intel Core i9 Processor (10th Gen),32 GB DDR4,1 TB SSD,39.62 cm (15.6 inch) Touchscreen,"₹2,69,990","₹3,26,990",https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/computer/b/m/o/na-gaming-laptop-asus-original-imag6xzyryhh82ff.jpeg?q=70
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,1 TB SSD,40.64 cm (16 Inch) Touchscreen,"₹1,71,990","₹2,06,990",https://rukminim1.flixcart.com/image/312/312/l59xq4w0/computer/w/e/b/gv601re-m6012ws-gaming-laptop-asus-original-imagfzchctgpefz6.jpeg?q=70
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS,0,0,0,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen,"₹1,51,990","₹1,88,990",https://rukminim1.flixcart.com/image/312/312/koad9jk0/computer/g/m/j/na-gaming-laptop-asus-original-imag2s5nf2wgh4hz.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.1,110,16,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹57,990","₹78,290",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/d/s/h/na-thin-and-light-laptop-lenovo-original-imag3dz5ut6ds7eg.jpeg?q=70
Lenovo Core i3 11th Gen,0,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹37,000","₹47,000",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/c/8/82kba034ih-laptop-lenovo-original-imagjyrzubjzbfn6.jpeg?q=70
Lenovo Core i7 9th Gen,0,0,0,Intel Core i7 Processor (9th Gen),16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹2,30,400","₹2,72,000",https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/6/z/d/thinkpad-p53-thin-and-light-laptop-lenovo-original-imagau8rhrypghza.jpeg?q=70
ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS,4.4,192,37,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹1,29,990","₹1,59,990",https://rukminim1.flixcart.com/image/312/312/kfmv9u80/computer/s/v/9/asus-na-gaming-laptop-original-imafwfxafdy5yzyu.jpeg?q=70
DELL G15 Core i7 12th Gen,3.9,9,0,Intel Core i7 Processor (12th Gen),16 GB DDR5,1 TB SSD,39.62 cm (15.6 Inch),"₹1,38,390","₹1,89,620",https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70
ASUS ExpertBook B9 Core i7 10th Gen,0,0,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3,1 TB SSD,35.56 cm (14 inch),"₹1,68,490","₹2,02,990",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen,5,3,0,Intel Core i7 Processor (12th Gen),16 GB DDR5,1 TB SSD,40.64 cm (16 Inch),"₹1,79,990","₹2,27,990",https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/9/h/w/-original-imagcyqrxezssnue.jpeg?q=70
Vaio SE Series Core i5 8th Gen,3.8,84,13,Intel Core i5 Processor (8th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹62,890","₹84,690",https://rukminim1.flixcart.com/image/312/312/kjvrdzk0/computer/e/p/v/vaio-original-imafzcs5y9dmghmq.jpeg?q=70
acer Aspire 3 Ryzen 3 Dual Core R33250U,3.6,135,20,AMD Ryzen 3 Dual Core Processor,4 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹34,130","₹49,999",https://rukminim1.flixcart.com/image/312/312/k9re3rk0/computer/z/m/u/acer-original-imafrhdabx3npmfs.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
DELL Core i9 12th Gen,0,0,0,Intel Core i9 Processor (12th Gen),16 GB DDR5,1 TB SSD,39.62 cm (15.6 Inch),"₹1,51,990","₹1,97,449",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/u/9/g15-5520-gaming-laptop-dell-original-imagkaxwennqnmeg.jpeg?q=70
Vaio E Series Ryzen 7 Quad Core 3700U,3.8,174,31,AMD Ryzen 7 Quad Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹57,990","₹76,090",https://rukminim1.flixcart.com/image/312/312/kmccosw0/computer/2/r/e/e15-amd-thin-and-light-laptop-vaio-original-imagf9eapgpdwujs.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS ExpertBook P1 Core i5 10th Gen,0,0,0,Intel Core i5 Processor (10th Gen),4 GB DDR4,1 TB HDD,35.56 cm (14 inch),"₹61,249","₹68,990",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/9/a/k/asus-original-imafvq27mhsqxhek.jpeg?q=70
Lenovo Ryzen 3 Dual Core 3rd Gen,4.3,23,0,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹34,399","₹54,490",https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/6/7/o/ideapad-1-15ada7-laptop-lenovo-original-imagfpc3cmz4hrfv.jpeg?q=70
ASUS TUF GAMING A17 Ryzen 7 Octa Core 4800H,0,0,0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,43.94 cm (17.3 inch),"₹81,990","₹94,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/x/v/fa706ic-hx036w-gaming-laptop-asus-original-imagjfhuvwdnecef.jpeg?q=70
acer Aspire 3 Ryzen 5 Quad Core 3500U,0,0,0,AMD Ryzen 5 Quad Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹39,990","₹55,999",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/m/c/a315-23-laptop-acer-original-imagk7zrfmhhaewg.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U,4.4,76,14,AMD Ryzen 7 Quad Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹71,000",0,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/z/r/b/dell-na-laptop-original-imafyhm5nzfum7jj.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H,4.4,145,21,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹78,500","₹89,490",https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.1,44,11,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,990","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo Core i7 11th Gen,0,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹1,05,990","₹1,59,290",https://rukminim1.flixcart.com/image/312/312/kggviq80/computer/x/6/g/lenovo-original-imafwpajqjvfhrea.jpeg?q=70
DELL Core i3 11th Gen,0,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,38.1 cm (15 inch),"₹46,900","₹53,800",https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/computer/n/g/g/inspiron-3511-d560742win9s-laptop-dell-original-imagfjtzjr3hhezv.jpeg?q=70
acer Swift 3 Core i5 8th Gen,4,22,6,Intel Core i5 Processor (8th Gen),8 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹72,964","₹73,199",https://rukminim1.flixcart.com/image/312/312/k6fd47k0pkrrdj/computer/t/4/h/acer-na-laptop-original-imafeggczxhxwsmt.jpeg?q=70
Avita Pura E,0,0,0,Intel Core i3 Processor (10th Gen),4 GB DDR4,256 GB SSD,35.56 cm (14 Inch),"₹29,990","₹47,990",https://rukminim1.flixcart.com/image/312/312/l30hmkw0/computer/c/r/y/pura-e-comet-lake-i3-laptop-avita-original-image8etfszeshpf.jpeg?q=70
HP Core i3 10th Gen,3.9,44,3,Intel Core i3 Processor (10th Gen),4 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹39,643",0,https://rukminim1.flixcart.com/image/312/312/ke0a7ww0/computer/9/u/k/hp-250-g7-business-laptop-original-imafuskbuzwyx4mg.jpeg?q=70
acer Aspire 5 Core i5 8th Gen,4,120,27,Intel Core i5 Processor (8th Gen),8 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹59,990","₹62,511",https://rukminim1.flixcart.com/image/312/312/jwkzwy80/computer/f/h/e/acer-na-laptop-original-imafh8bvbwyevtrs.jpeg?q=70
DELL Core i3 10th Gen,0,0,0,Intel Core i3 Processor (10th Gen),4 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹48,999","₹50,000",https://rukminim1.flixcart.com/image/312/312/kit6hzk0-0/computer/f/c/w/dell-inspiron-3505-laptop-amd-ryzen-3-3250u-4gb-ram-1tb-hdd-15-6-original-imafygzmveshfgtc.jpeg?q=70
HP Victus Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹98,035","₹99,999",https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
MSI Modern 14 Core i7 11th Gen,4.2,99,15,Intel Core i7 Processor (11th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹64,600","₹78,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70
APPLE MacBook Pro Core i5 8th Gen,4.2,107,13,Intel Core i5 Processor (8th Gen),8 GB DDR3,512 GB SSD,33.78 cm (13.3 inch),"₹1,62,990","₹1,79,900",https://rukminim1.flixcart.com/image/312/312/jyq5oy80/computer/t/y/2/apple-na-thin-and-light-laptop-original-imafgwev6abfznds.jpeg?q=70
HP Spectre Folio Core i7 10th Gen,0,0,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3,512 GB SSD,33.78 cm (13.3 inch) Touchscreen,"₹2,39,759",0,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/c/e/n/-original-imagbn2bakfzk3qx.jpeg?q=70
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen,"₹2,47,990","₹2,97,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,376,50,Intel Celeron Dual Core Processor,4 GB LPDDR4,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹19,990","₹22,990",https://rukminim1.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
DELL Inspiron 15 3000 Pentium Quad Core,4.1,"1,299",186,Intel Pentium Quad Core Processor,4 GB DDR3,500 GB HDD,39.62 cm (15.6 inch),"₹22,990","₹24,418",https://rukminim1.flixcart.com/image/312/312/jms25jk0/computer/n/n/t/dell-na-laptop-original-imaf9hu44qq6bgrg.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Intel Core i5 10th Gen,3.7,3,0,Intel Core i5 Processor (10th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹97,500","₹1,38,366",https://rukminim1.flixcart.com/image/312/312/kd69z0w0/computer/m/3/u/hp-original-imafu4xzyz5kcr6n.jpeg?q=70
ASUS Core i5 11th Gen,4.5,4,1,Intel Core i5 Processor (11th Gen),8 GB LPDDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹59,990","₹79,990",https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/9/t/x/asus-x513ep-bq502ts-laptop-asus-original-imag7f57r2fhvb8p.jpeg?q=70
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5,512 GB SSD,40.64 cm (16 Inch),"₹1,74,990","₹2,27,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/w/u/gu603zm-k8034ws-gaming-laptop-asus-original-imagghnavdggg92s.jpeg?q=70
acer Predator Triton 500 SE Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),32 GB LPDDR5,2 TB SSD,40.64 cm (16 Inch),"₹2,29,990","₹2,49,999",https://rukminim1.flixcart.com/image/312/312/l3lx8cw0/computer/s/t/b/pt516-52s-gaming-laptop-acer-original-imagep4hxjafezxf.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,0,0,0,AMD Ryzen 7 Octa Core Processor,32 GB LPDDR5,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen,"₹1,77,900","₹2,13,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70
